,User ID,Date,Date Week,Year Week,Month,Day,Hour,Question ID,Bundle ID,Q Cat.,User answer,Correct answer,Result,Answer duration,Class
1279993,U1551,2019-11-16,2019-11 W45,2019 W45,11,16,1,10811,b7966,6,4,4,Correct,2.283333333333333,Class #2
9054299,U369607,2019-01-09,2019-01 W01,2019 W01,1,9,4,181,b181,1,3,4,Incorrect,0.3666666666666665,Class #14
2594174,U3768,2019-08-07,2019-08 W31,2019 W31,8,7,15,6897,b5201,6,1,1,Correct,0.5166666666666667,Class #4
6363862,U13660,2019-11-12,2019-11 W45,2019 W45,11,12,9,4606,b3138,5,1,2,Incorrect,0.6166666666666667,Class #10
8995910,U364618,2019-01-04,2019-01 W00,2019 W00,1,4,11,3407,b2069,4,1,3,Incorrect,0.5,Class #14
12648053,U758237,2019-11-23,2019-11 W46,2019 W46,11,23,7,3801,b2333,5,1,1,Correct,0.3166666666666666,Class #19
955799,U1261,2019-06-20,2019-06 W24,2019 W24,6,20,14,6808,b5178,6,4,4,Correct,0.3166666666666666,Class #2
6178634,U12807,2019-11-22,2019-11 W46,2019 W46,11,22,0,5607,b4139,5,2,1,Incorrect,0.7,Class #9
1588931,U1984,2019-05-08,2019-05 W18,2019 W18,5,8,7,9621,b6972,5,2,2,Correct,0.6166666666666667,Class #3
2417793,U3391,2019-09-23,2019-09 W38,2019 W38,9,23,12,11307,b8333,4,4,1,Incorrect,0.05555,Class #4
10931569,U524298,2019-10-01,2019-10 W39,2019 W39,10,1,11,6775,b5170,6,3,3,Correct,0.3791666666666666,Class #16
7923238,U281536,2018-11-05,2018-11 W45,2018 W45,11,5,5,5780,b4312,5,2,2,Correct,0.65,Class #12
4579390,U7892,2019-02-22,2019-02 W07,2019 W07,2,22,14,5399,b3931,5,4,4,Correct,0.35,Class #7
7878476,U278597,2019-03-11,2019-03 W10,2019 W10,3,11,10,1047,b1047,2,1,1,Correct,0.2833333333333333,Class #12
8547685,U329057,2019-02-12,2019-02 W06,2019 W06,2,12,0,3908,b2440,5,4,4,Correct,0.55,Class #13
7186828,U247912,2018-09-13,2018-09 W37,2018 W37,9,13,17,2681,b1827,4,1,1,Correct,0.3666666666666665,Class #11
3779044,U6501,2019-09-18,2019-09 W37,2019 W37,9,18,3,4296,b2828,5,4,4,Correct,0.2166666666666666,Class #6
9450685,U392622,2019-01-09,2019-01 W01,2019 W01,1,9,17,10747,b7950,6,1,2,Incorrect,0.3166666666666666,Class #14
7858885,U277592,2018-10-23,2018-10 W43,2018 W43,10,23,7,6874,b5195,6,1,2,Incorrect,0.6166666666666667,Class #12
8760608,U348311,2019-02-28,2019-02 W08,2019 W08,2,28,4,1097,b1097,2,2,2,Correct,0.2833333333333333,Class #13
7623343,U263754,2018-10-26,2018-10 W43,2018 W43,10,26,0,3858,b2390,5,2,2,Correct,0.1833333333333332,Class #12
1605742,U2012,2019-09-27,2019-09 W38,2019 W38,9,27,11,4493,b3025,5,3,2,Incorrect,0.15,Class #3
11139769,U541596,2019-10-18,2019-10 W41,2019 W41,10,18,9,8930,b6281,5,4,4,Correct,0.35,Class #17
3464010,U5614,2019-08-22,2019-08 W33,2019 W33,8,22,7,6950,b5214,6,1,1,Correct,0.9791666666666666,Class #6
4457362,U7657,2019-09-26,2019-09 W38,2019 W38,9,26,11,3082,b1961,4,2,2,Correct,0.5,Class #7
12247302,U688869,2019-10-25,2019-10 W42,2019 W42,10,25,21,1475,b1425,3,3,3,Correct,0.4166666666666667,Class #18
12088554,U678371,2019-11-22,2019-11 W46,2019 W46,11,22,4,3453,b2085,4,2,2,Correct,0.0666666666666666,Class #18
9257785,U382076,2019-01-19,2019-01 W02,2019 W02,1,19,14,4916,b3448,5,2,4,Incorrect,0.15,Class #14
8564933,U330989,2019-01-08,2019-01 W01,2019 W01,1,8,1,510,b510,2,2,2,Correct,0.3333333333333333,Class #13
4860713,U8650,2019-08-02,2019-08 W30,2019 W30,8,2,14,976,b976,2,1,1,Correct,0.3,Class #8
10006932,U434193,2019-03-02,2019-03 W08,2019 W08,3,2,6,3691,b2223,5,3,1,Incorrect,0.5666666666666667,Class #15
8606057,U333547,2019-01-12,2019-01 W01,2019 W01,1,12,4,154,b154,1,2,2,Correct,0.7166666666666667,Class #13
13362877,U808174,2019-11-21,2019-11 W46,2019 W46,11,21,7,11683,b8504,6,1,1,Correct,0.4208333333333333,Class #20
3110144,U4801,2019-07-25,2019-07 W29,2019 W29,7,25,13,2995,b1932,4,1,1,Correct,0.4166666666666667,Class #5
4318387,U7510,2019-08-21,2019-08 W33,2019 W33,8,21,9,3966,b2498,5,1,1,Correct,0.4333333333333333,Class #7
3449584,U5594,2019-10-15,2019-10 W41,2019 W41,10,15,14,10108,b7459,5,3,4,Incorrect,0.35,Class #6
2332743,U3249,2019-09-18,2019-09 W37,2019 W37,9,18,11,11012,b8065,1,2,3,Incorrect,0.35,Class #4
2109315,U2941,2019-09-18,2019-09 W37,2019 W37,9,18,15,1947,b1583,3,3,3,Correct,0.4722166666666667,Class #4
10776743,U510815,2019-03-26,2019-03 W12,2019 W12,3,26,12,10278,b7629,5,4,4,Correct,0.1666666666666666,Class #16
2988773,U4534,2019-08-24,2019-08 W33,2019 W33,8,24,9,1778,b1526,3,3,3,Correct,0.3777833333333333,Class #5
10900437,U522184,2019-05-09,2019-05 W18,2019 W18,5,9,12,6657,b5111,6,4,4,Correct,0.1375,Class #16
2091673,U2910,2019-10-15,2019-10 W41,2019 W41,10,15,1,11660,b8498,6,2,2,Correct,0.7166666666666667,Class #4
10669678,U500434,2019-03-24,2019-03 W11,2019 W11,3,24,14,11001,b8054,1,3,3,Correct,0.35,Class #16
11500702,U578850,2019-07-31,2019-07 W30,2019 W30,7,31,10,6461,b4993,5,4,4,Correct,0.4,Class #17
5089841,U9389,2019-08-07,2019-08 W31,2019 W31,8,7,9,11628,b8490,6,1,1,Correct,0.7,Class #8
226654,U311,2019-04-07,2019-04 W13,2019 W13,4,7,7,11645,b8494,6,2,2,Correct,0.2041666666666666,Class #1
8673946,U340186,2018-12-06,2018-12 W49,2018 W49,12,6,8,4555,b3087,5,4,4,Correct,0.5833333333333334,Class #13
4381229,U7547,2019-10-22,2019-10 W42,2019 W42,10,22,19,18128,b12191,2,2,2,Correct,0.3166666666666666,Class #7
10143961,U448994,2019-10-17,2019-10 W41,2019 W41,10,17,8,7256,b5300,7,3,2,Incorrect,2.8566666666666665,Class #15
291229,U361,2019-06-21,2019-06 W24,2019 W24,6,21,8,2465,b1755,3,1,1,Correct,0.25,Class #1
4608998,U7939,2019-09-10,2019-09 W36,2019 W36,9,10,15,6063,b4595,5,4,4,Correct,0.2333333333333333,Class #7
2803960,U4111,2019-09-06,2019-09 W35,2019 W35,9,6,15,4840,b3372,5,1,1,Correct,0.55,Class #5
9983264,U430150,2019-02-01,2019-02 W04,2019 W04,2,1,8,6049,b4581,5,1,2,Incorrect,0.3,Class #15
6256609,U13164,2019-09-29,2019-09 W38,2019 W38,9,29,12,17316,b11553,5,3,3,Correct,0.15,Class #10
3912124,U6842,2019-08-12,2019-08 W32,2019 W32,8,12,7,10742,b7949,6,2,2,Correct,0.9583333333333334,Class #6
9900176,U421989,2019-02-02,2019-02 W04,2019 W04,2,2,13,5116,b3648,5,1,2,Incorrect,0.25,Class #15
3933305,U6847,2019-10-29,2019-10 W43,2019 W43,10,29,3,11550,b8470,6,3,3,Correct,0.5791666666666667,Class #6
7430462,U256611,2018-11-03,2018-11 W44,2018 W44,11,3,16,6881,b5197,6,2,3,Incorrect,0.6833333333333333,Class #11
3744731,U6363,2019-10-28,2019-10 W43,2019 W43,10,28,8,2934,b1912,4,2,4,Incorrect,0.3833333333333333,Class #6
5144527,U9529,2019-08-27,2019-08 W34,2019 W34,8,27,18,11598,b8482,6,3,4,Incorrect,0.4458333333333333,Class #8
9236563,U379655,2018-12-28,2018-12 W52,2018 W52,12,28,15,2011,b1604,3,3,3,Correct,0.5388833333333334,Class #14
8070485,U288178,2018-12-18,2018-12 W51,2018 W51,12,18,7,1182,b1182,2,2,1,Incorrect,0.3666666666666665,Class #12
6297124,U13308,2019-08-29,2019-08 W34,2019 W34,8,29,3,7403,b5338,7,4,4,Correct,1.1375,Class #10
10655663,U499814,2019-03-04,2019-03 W09,2019 W09,3,4,22,1360,b1360,2,3,3,Correct,0.2833333333333333,Class #16
5208120,U9724,2019-10-20,2019-10 W41,2019 W41,10,20,2,10743,b7949,6,3,3,Correct,0.5958333333333333,Class #8
9330508,U387543,2019-04-21,2019-04 W15,2019 W15,4,21,18,17246,b11483,5,3,3,Correct,0.25,Class #14
4094192,U7272,2019-09-06,2019-09 W35,2019 W35,9,6,7,8515,b5866,5,3,3,Correct,0.2,Class #7
416087,U494,2019-03-28,2019-03 W12,2019 W12,3,28,8,7044,b5238,7,3,3,Correct,0.8266666666666667,Class #1
3371136,U5482,2019-08-22,2019-08 W33,2019 W33,8,22,6,8691,b6042,5,2,2,Correct,0.8166666666666667,Class #5
9344807,U387975,2019-01-02,2019-01 W00,2019 W00,1,2,3,10643,b7922,6,4,4,Correct,0.7291666666666666,Class #14
4066410,U7184,2019-09-01,2019-09 W34,2019 W34,9,1,14,28,b28,1,1,1,Correct,0.15,Class #7
12930637,U762160,2019-10-23,2019-10 W42,2019 W42,10,23,11,10644,b7922,6,1,1,Correct,1.0083333333333333,Class #20
5588870,U10755,2019-06-01,2019-06 W21,2019 W21,6,1,12,8671,b6022,5,2,3,Incorrect,0.7333333333333333,Class #9
6236085,U13101,2019-10-15,2019-10 W41,2019 W41,10,15,13,6542,b5074,5,1,3,Incorrect,0.2333333333333333,Class #10
7230784,U249286,2018-09-11,2018-09 W37,2018 W37,9,11,0,658,b658,2,3,1,Incorrect,0.2666666666666666,Class #11
12333039,U729429,2019-10-10,2019-10 W40,2019 W40,10,10,12,9342,b6693,5,1,2,Incorrect,0.2833333333333333,Class #19
7482992,U258708,2018-10-04,2018-10 W40,2018 W40,10,4,21,3466,b2089,4,3,3,Correct,0.5666666666666667,Class #11
1262551,U1508,2019-07-14,2019-07 W27,2019 W27,7,14,16,174,b174,1,3,1,Incorrect,0.4,Class #2
6754041,U16390,2019-09-24,2019-09 W38,2019 W38,9,24,6,1428,b1410,3,3,2,Incorrect,0.4222166666666667,Class #10
11280018,U559068,2019-04-14,2019-04 W14,2019 W14,4,14,14,4115,b2647,5,2,2,Correct,0.6166666666666667,Class #17
10790705,U512789,2019-03-29,2019-03 W12,2019 W12,3,29,13,8337,b5708,7,1,4,Incorrect,0.77,Class #16
10850554,U518162,2019-03-05,2019-03 W09,2019 W09,3,5,10,8145,b5616,1,1,4,Incorrect,0.4,Class #16
13065486,U772097,2019-11-05,2019-11 W44,2019 W44,11,5,20,10874,b7982,6,3,4,Incorrect,0.2125,Class #20
4533055,U7790,2019-10-23,2019-10 W42,2019 W42,10,23,7,4537,b3069,5,1,1,Correct,1.0166666666666666,Class #7
9180576,U378371,2019-02-08,2019-02 W05,2019 W05,2,8,1,4059,b2591,5,2,1,Incorrect,1.7666666666666666,Class #14
10343471,U470544,2019-02-06,2019-02 W05,2019 W05,2,6,13,6428,b4960,5,3,3,Correct,0.2333333333333333,Class #16
7802148,U274595,2018-11-24,2018-11 W47,2018 W47,11,24,12,7543,b5373,7,1,1,Correct,1.3866666666666667,Class #12
10189911,U453884,2019-06-18,2019-06 W24,2019 W24,6,18,6,11,b11,1,2,2,Correct,0.35,Class #15
10271019,U463574,2019-03-02,2019-03 W08,2019 W08,3,2,9,1370,b1370,2,3,1,Incorrect,0.25,Class #15
11867472,U641485,2019-10-17,2019-10 W41,2019 W41,10,17,19,1577,b1459,3,4,3,Incorrect,1.3166666666666669,Class #18
2046809,U2856,2019-08-04,2019-08 W30,2019 W30,8,4,17,10753,b7952,6,3,3,Correct,0.6375,Class #4
7840134,U276441,2018-12-29,2018-12 W52,2018 W52,12,29,5,3336,b2046,4,3,3,Correct,0.4944333333333333,Class #12
5451675,U10334,2019-01-14,2019-01 W02,2019 W02,1,14,1,3698,b2230,5,4,4,Correct,0.2833333333333333,Class #8
8308138,U311608,2018-12-10,2018-12 W50,2018 W50,12,10,15,8585,b5936,5,3,2,Incorrect,0.3833333333333333,Class #13
460693,U570,2019-07-19,2019-07 W28,2019 W28,7,19,9,3176,b1992,4,1,2,Incorrect,0.6888833333333333,Class #1
8596492,U332403,2018-12-28,2018-12 W52,2018 W52,12,28,6,3424,b2075,4,1,1,Correct,0.5111166666666667,Class #13
6505534,U14955,2019-03-06,2019-03 W09,2019 W09,3,6,16,3475,b2092,4,1,4,Incorrect,0.3833333333333333,Class #10
10778547,U510855,2019-07-31,2019-07 W30,2019 W30,7,31,18,6932,b5209,6,1,1,Correct,0.3666666666666665,Class #16
11276763,U558309,2019-06-28,2019-06 W25,2019 W25,6,28,15,7203,b5286,7,2,2,Correct,0.8166666666666667,Class #17
9988484,U430623,2019-03-15,2019-03 W10,2019 W10,3,15,1,5322,b3854,5,4,4,Correct,0.35,Class #15
3095849,U4774,2019-07-11,2019-07 W27,2019 W27,7,11,16,2662,b1821,4,3,2,Incorrect,0.4722166666666667,Class #5
174171,U272,2019-08-09,2019-08 W31,2019 W31,8,9,7,7015,b5231,7,3,3,Correct,0.9366666666666666,Class #1
11573949,U591874,2019-07-04,2019-07 W26,2019 W26,7,4,11,6053,b4585,5,2,2,Correct,0.2666666666666666,Class #17
12530235,U751818,2019-11-03,2019-11 W43,2019 W43,11,3,20,135,b135,1,4,4,Correct,0.4666666666666667,Class #19
2396162,U3363,2019-07-09,2019-07 W27,2019 W27,7,9,7,324,b324,2,3,1,Incorrect,0.3166666666666666,Class #4
3867544,U6718,2019-08-07,2019-08 W31,2019 W31,8,7,2,5779,b4311,5,4,2,Incorrect,0.4833333333333333,Class #6
3676610,U6109,2019-11-08,2019-11 W44,2019 W44,11,8,4,18079,b12142,2,1,1,Correct,0.2,Class #6
2895152,U4279,2019-08-04,2019-08 W30,2019 W30,8,4,7,8063,b5534,1,2,2,Correct,0.25,Class #5
1046350,U1314,2019-09-25,2019-09 W38,2019 W38,9,25,2,4964,b3496,5,4,4,Correct,0.2666666666666666,Class #2
327770,U400,2019-07-25,2019-07 W29,2019 W29,7,25,11,10158,b7509,5,1,1,Correct,0.15,Class #1
11306180,U562576,2019-05-07,2019-05 W18,2019 W18,5,7,14,10831,b7971,6,3,1,Incorrect,0.5416666666666666,Class #17
7769948,U273332,2019-08-01,2019-08 W30,2019 W30,8,1,9,11593,b8481,6,3,3,Correct,0.2041666666666666,Class #12
7568928,U261475,2018-12-06,2018-12 W49,2018 W49,12,6,6,2514,b1772,3,1,1,Correct,0.45,Class #12
4798518,U8511,2019-04-11,2019-04 W14,2019 W14,4,11,23,209,b209,2,1,2,Incorrect,0.3166666666666666,Class #8
11814413,U632649,2019-07-03,2019-07 W26,2019 W26,7,3,2,1017,b1017,2,1,1,Correct,0.3,Class #18
3288281,U5345,2019-11-16,2019-11 W45,2019 W45,11,16,12,8606,b5957,5,3,2,Incorrect,0.4166666666666667,Class #5
8804618,U350445,2018-12-14,2018-12 W50,2018 W50,12,14,23,6648,b5108,6,4,4,Correct,0.7041666666666667,Class #13
2400259,U3372,2019-08-05,2019-08 W31,2019 W31,8,5,9,11853,b8546,6,3,4,Incorrect,0.5375,Class #4
4430901,U7605,2019-08-17,2019-08 W32,2019 W32,8,17,9,740,b740,2,3,2,Incorrect,0.3166666666666666,Class #7
12623158,U758131,2019-11-03,2019-11 W43,2019 W43,11,3,16,8717,b6068,5,2,2,Correct,0.35,Class #19
2170005,U3076,2019-09-12,2019-09 W36,2019 W36,9,12,6,3414,b2072,4,2,2,Correct,0.4888833333333333,Class #4
9714872,U410423,2019-07-27,2019-07 W29,2019 W29,7,27,4,3450,b2084,4,4,4,Correct,0.39445,Class #15
11372360,U567513,2019-11-16,2019-11 W45,2019 W45,11,16,3,3122,b1974,4,3,3,Correct,0.0833333333333333,Class #17
13401470,U816537,2019-11-26,2019-11 W47,2019 W47,11,26,9,833,b833,2,3,3,Correct,0.3,Class #20
10302750,U468550,2019-02-02,2019-02 W04,2019 W04,2,2,15,1741,b1514,3,1,4,Incorrect,0.4722166666666667,Class #15
8018418,U284841,2018-12-29,2018-12 W52,2018 W52,12,29,7,6294,b4826,5,2,2,Correct,0.25,Class #12
4584953,U7892,2019-03-18,2019-03 W11,2019 W11,3,18,9,6590,b5094,6,2,2,Correct,0.4416666666666666,Class #7
1769712,U2323,2019-09-01,2019-09 W34,2019 W34,9,1,9,6186,b4718,5,4,4,Correct,0.5,Class #3
2938023,U4379,2019-08-08,2019-08 W31,2019 W31,8,8,3,1771,b1524,3,1,3,Incorrect,0.5222166666666667,Class #5
11605447,U597041,2019-05-22,2019-05 W20,2019 W20,5,22,7,120,b120,1,2,2,Correct,0.25,Class #17
5526327,U10492,2019-09-14,2019-09 W36,2019 W36,9,14,9,1257,b1257,2,3,3,Correct,0.3,Class #8
1685672,U2194,2019-03-20,2019-03 W11,2019 W11,3,20,10,8145,b5616,1,4,4,Correct,0.35,Class #3
3093845,U4774,2019-08-10,2019-08 W31,2019 W31,8,10,2,5451,b3983,5,3,3,Correct,0.1166666666666666,Class #5
2385055,U3342,2019-08-14,2019-08 W32,2019 W32,8,14,15,7359,b5328,7,1,1,Correct,0.5958333333333333,Class #4
1025431,U1299,2019-09-04,2019-09 W35,2019 W35,9,4,2,1404,b1402,3,1,1,Correct,0.3777666666666665,Class #2
5876770,U11637,2019-11-13,2019-11 W45,2019 W45,11,13,15,2308,b1703,3,4,3,Incorrect,0.45,Class #9
6955490,U18147,2019-10-22,2019-10 W42,2019 W42,10,22,4,2228,b1676,3,1,1,Correct,0.5166666666666667,Class #11
8963147,U361366,2019-01-26,2019-01 W03,2019 W03,1,26,11,2404,b1735,3,4,4,Correct,0.4277833333333333,Class #14
9700476,U408913,2019-04-27,2019-04 W16,2019 W16,4,27,2,5279,b3811,5,4,3,Incorrect,0.9666666666666668,Class #14
8103254,U291201,2019-01-12,2019-01 W01,2019 W01,1,12,7,5735,b4267,5,3,4,Incorrect,0.6833333333333333,Class #12
3797748,U6568,2019-11-08,2019-11 W44,2019 W44,11,8,23,2001,b1601,3,3,3,Correct,0.1333333333333333,Class #6
4304629,U7499,2019-11-16,2019-11 W45,2019 W45,11,16,10,17478,b11669,4,2,4,Incorrect,0.5333333333333333,Class #7
2356980,U3276,2019-02-01,2019-02 W04,2019 W04,2,1,12,952,b952,2,1,2,Incorrect,0.15,Class #4
7090387,U19721,2019-09-14,2019-09 W36,2019 W36,9,14,15,6836,b5185,6,3,3,Correct,0.5833333333333334,Class #11
4640606,U7976,2019-09-23,2019-09 W38,2019 W38,9,23,17,7249,b5299,7,4,4,Correct,1.2233333333333334,Class #7
11973182,U670435,2019-11-20,2019-11 W46,2019 W46,11,20,9,10367,b7694,6,3,4,Incorrect,0.8958333333333334,Class #18
948150,U1247,2019-11-24,2019-11 W46,2019 W46,11,24,17,17243,b11480,5,4,4,Correct,0.2166666666666666,Class #2
6931928,U18097,2019-04-25,2019-04 W16,2019 W16,4,25,14,938,b938,2,2,1,Incorrect,0.25,Class #11
9566053,U396265,2019-09-06,2019-09 W35,2019 W35,9,6,8,4672,b3204,5,2,3,Incorrect,0.5166666666666667,Class #14
13357295,U807378,2019-11-21,2019-11 W46,2019 W46,11,21,14,10644,b7922,6,1,1,Correct,0.5583333333333333,Class #20
2336618,U3253,2019-08-06,2019-08 W31,2019 W31,8,6,9,3460,b2087,4,3,3,Correct,0.4833333333333333,Class #4
9011825,U366829,2019-01-22,2019-01 W03,2019 W03,1,22,6,6773,b5170,6,3,1,Incorrect,0.4,Class #14
8220972,U300973,2019-02-15,2019-02 W06,2019 W06,2,15,8,456,b456,2,3,3,Correct,0.25,Class #13
3737947,U6331,2019-10-09,2019-10 W40,2019 W40,10,9,16,7183,b5282,7,2,2,Correct,1.7125,Class #6
6299079,U13316,2019-10-01,2019-10 W39,2019 W39,10,1,21,17264,b11501,5,3,3,Correct,0.2166666666666666,Class #10
8856618,U353988,2019-01-24,2019-01 W03,2019 W03,1,24,10,1689,b1497,3,1,1,Correct,0.3722166666666665,Class #13
7982017,U282921,2019-11-25,2019-11 W47,2019 W47,11,25,16,10891,b7986,6,3,3,Correct,0.3833333333333333,Class #12
1529545,U1867,2019-04-04,2019-04 W13,2019 W13,4,4,14,6175,b4707,5,2,4,Incorrect,0.2833333333333333,Class #3
1333275,U1586,2019-08-18,2019-08 W32,2019 W32,8,18,4,3315,b2039,4,1,2,Incorrect,0.4166666666666667,Class #2
4619807,U7940,2019-11-21,2019-11 W46,2019 W46,11,21,15,5603,b4135,5,1,1,Correct,0.05,Class #7
8440251,U322134,2018-12-03,2018-12 W49,2018 W49,12,3,8,9561,b6912,5,4,4,Correct,0.35,Class #13
5326171,U9983,2019-04-24,2019-04 W16,2019 W16,4,24,6,1834,b1545,3,4,4,Correct,0.6,Class #8
8659690,U339055,2019-01-31,2019-01 W04,2019 W04,1,31,6,4478,b3010,5,1,1,Correct,0.4,Class #13
2926822,U4362,2019-02-24,2019-02 W07,2019 W07,2,24,21,1288,b1288,2,2,2,Correct,0.25,Class #5
10883663,U521430,2019-03-25,2019-03 W12,2019 W12,3,25,13,4085,b2617,5,3,3,Correct,0.6,Class #16
5458296,U10342,2019-11-16,2019-11 W45,2019 W45,11,16,17,7446,b5351,7,4,4,Correct,0.96,Class #8
12806868,U759124,2019-11-10,2019-11 W44,2019 W44,11,10,1,10669,b7928,6,3,2,Incorrect,0.9125,Class #19
11491359,U577484,2019-05-10,2019-05 W18,2019 W18,5,10,13,6166,b4698,5,1,1,Correct,0.1333333333333333,Class #17
10524395,U490127,2019-04-26,2019-04 W16,2019 W16,4,26,16,3030,b1944,4,4,1,Incorrect,0.4222166666666667,Class #16
10013314,U436199,2019-11-07,2019-11 W44,2019 W44,11,7,6,11321,b8338,4,1,2,Incorrect,0.3222166666666666,Class #15
4093563,U7272,2019-10-15,2019-10 W41,2019 W41,10,15,11,212,b212,2,2,2,Correct,0.2833333333333333,Class #7
4540041,U7812,2019-08-20,2019-08 W33,2019 W33,8,20,9,6208,b4740,5,2,2,Correct,0.5333333333333333,Class #7
4161501,U7360,2019-11-04,2019-11 W44,2019 W44,11,4,14,17734,b11805,7,1,1,Correct,1.0833333333333333,Class #7
6551789,U15174,2019-08-09,2019-08 W31,2019 W31,8,9,9,9454,b6805,5,2,2,Correct,0.5833333333333334,Class #10
10502114,U486885,2019-04-03,2019-04 W13,2019 W13,4,3,5,1458,b1420,3,1,1,Correct,0.80555,Class #16
13186804,U793502,2019-11-04,2019-11 W44,2019 W44,11,4,21,9422,b6773,5,1,3,Incorrect,0.2166666666666666,Class #20
8051130,U287898,2018-10-25,2018-10 W43,2018 W43,10,25,5,3569,b2123,4,4,4,Correct,0.4722166666666667,Class #12
4234517,U7419,2019-11-02,2019-11 W43,2019 W43,11,2,3,5218,b3750,5,1,1,Correct,0.5166666666666667,Class #7
6342220,U13584,2019-08-31,2019-08 W34,2019 W34,8,31,16,384,b384,2,2,3,Incorrect,0.35,Class #10
12666001,U758305,2019-11-03,2019-11 W43,2019 W43,11,3,3,8593,b5944,5,2,3,Incorrect,0.4,Class #19
141534,U237,2019-04-30,2019-04 W17,2019 W17,4,30,20,2284,b1695,3,3,3,Correct,0.6944333333333333,Class #1
5670195,U10985,2019-09-19,2019-09 W37,2019 W37,9,19,21,1297,b1297,2,3,2,Incorrect,0.3,Class #9
6797584,U16783,2019-09-20,2019-09 W37,2019 W37,9,20,7,11814,b8536,6,4,4,Correct,2.4541666666666666,Class #10
2145056,U3028,2019-07-15,2019-07 W28,2019 W28,7,15,6,8102,b5573,1,3,4,Incorrect,0.3333333333333333,Class #4
3434033,U5571,2019-08-21,2019-08 W33,2019 W33,8,21,2,1089,b1089,2,1,2,Incorrect,0.3,Class #6
3737842,U6331,2019-10-07,2019-10 W40,2019 W40,10,7,2,11763,b8524,6,2,2,Correct,0.6458333333333334,Class #6
905006,U1186,2019-07-16,2019-07 W28,2019 W28,7,16,2,11018,b8071,1,3,3,Correct,0.3666666666666665,Class #2
425560,U509,2019-10-16,2019-10 W41,2019 W41,10,16,22,10726,b7945,6,4,4,Correct,0.5166666666666667,Class #1
3990160,U6940,2019-09-11,2019-09 W36,2019 W36,9,11,2,6878,b5196,6,1,1,Correct,0.7291666666666666,Class #6
6899838,U17818,2019-09-10,2019-09 W36,2019 W36,9,10,14,6715,b5125,6,4,3,Incorrect,0.6958333333333333,Class #11
9188011,U378881,2019-02-07,2019-02 W05,2019 W05,2,7,15,7384,b5334,7,4,4,Correct,0.1966666666666666,Class #14
11021640,U531352,2019-03-21,2019-03 W11,2019 W11,3,21,10,10241,b7592,5,3,1,Incorrect,1.7833333333333334,Class #17
3489341,U5638,2019-09-03,2019-09 W35,2019 W35,9,3,4,10690,b7935,4,1,2,Incorrect,0.4166666666666667,Class #6
1117272,U1376,2019-07-11,2019-07 W27,2019 W27,7,11,3,1037,b1037,2,1,2,Incorrect,0.3166666666666666,Class #2
13040729,U766359,2019-10-22,2019-10 W42,2019 W42,10,22,2,2743,b1848,4,2,4,Incorrect,0.4166666666666667,Class #20
10630306,U498353,2019-07-04,2019-07 W26,2019 W26,7,4,4,1770,b1524,3,1,1,Correct,0.5111166666666667,Class #16
3784807,U6521,2019-11-14,2019-11 W45,2019 W45,11,14,2,7242,b5298,7,1,2,Incorrect,0.71,Class #6
12517159,U750656,2019-10-31,2019-10 W43,2019 W43,10,31,7,9523,b6874,5,2,2,Correct,0.35,Class #19
9561724,U396141,2019-02-10,2019-02 W05,2019 W05,2,10,10,6882,b5197,6,3,3,Correct,0.575,Class #14
910154,U1218,2019-04-24,2019-04 W16,2019 W16,4,24,3,9673,b7024,5,3,2,Incorrect,0.2833333333333333,Class #2
11965766,U669275,2019-09-24,2019-09 W38,2019 W38,9,24,16,3315,b2039,4,1,2,Incorrect,0.6277833333333334,Class #18
6202908,U12902,2019-09-05,2019-09 W35,2019 W35,9,5,12,10042,b7393,5,1,4,Incorrect,0.35,Class #9
12663206,U758305,2019-11-21,2019-11 W46,2019 W46,11,21,2,9984,b7335,5,2,1,Incorrect,0.2333333333333333,Class #19
9798455,U416402,2019-10-28,2019-10 W43,2019 W43,10,28,6,8368,b5719,5,2,2,Correct,0.0833333333333333,Class #15
8269028,U306912,2019-11-10,2019-11 W44,2019 W44,11,10,0,8364,b5715,5,3,3,Correct,0.35,Class #13
11949674,U664769,2019-10-21,2019-10 W42,2019 W42,10,21,21,10980,b8033,1,4,1,Incorrect,0.4333333333333333,Class #18
12875546,U760481,2019-11-03,2019-11 W43,2019 W43,11,3,7,2524,b1775,3,3,3,Correct,0.5388833333333334,Class #20
10002157,U432595,2019-01-31,2019-01 W04,2019 W04,1,31,12,6741,b5147,5,2,2,Correct,0.2333333333333333,Class #15
5745587,U11253,2019-07-30,2019-07 W30,2019 W30,7,30,12,4127,b2659,5,1,1,Correct,1.4,Class #9
9158633,U375804,2019-01-07,2019-01 W01,2019 W01,1,7,6,3739,b2271,5,1,1,Correct,0.0833333333333333,Class #14
13327343,U805052,2019-11-15,2019-11 W45,2019 W45,11,15,2,8422,b5773,5,4,4,Correct,0.3833333333333333,Class #20
7330992,U252012,2018-10-20,2018-10 W42,2018 W42,10,20,5,6886,b5198,6,2,2,Correct,0.4291666666666665,Class #11
5566796,U10653,2019-10-23,2019-10 W42,2019 W42,10,23,0,11706,b8509,6,4,4,Correct,0.6958333333333333,Class #9
3284119,U5341,2019-09-16,2019-09 W37,2019 W37,9,16,15,6712,b5124,6,1,1,Correct,0.3083333333333333,Class #5
7677075,U267023,2018-10-21,2018-10 W42,2018 W42,10,21,18,2916,b1906,4,1,1,Correct,0.4833333333333333,Class #12
